
title,category,subcategory,region,subRegion,location,notes,_sheet,slug,tags,prerequisites,weight
Ymir's Bell Bearing,Bell Bearing,' ',Scadu Altus,,,"Dropped by Count Ymir, Mother of Fingers",Shadow of the Erdtree,ymir-s-bell-bearing-scadu-altus,shadow-of-the-erdtree,' ',1.0
Maternal Staff,Staff,' ',Scadu Altus,,,"Dropped by Count Ymir, Mother of Fingers",Shadow of the Erdtree,maternal-staff-scadu-altus,shadow-of-the-erdtree,' ',1.0
High Priest Set,Armor Set,' ',Scadu Altus,,,"Dropped by Count Ymir, Mother of Fingers",Shadow of the Erdtree,high-priest-set-scadu-altus,shadow-of-the-erdtree,' ',1.0
Giving Jolan the Iris of Grace,Event,' ',Scadu Altus,,,Give Jolan the Iris of Grace to receive the Swordhand of Night Jolan Spirit Ashes and continue her questline,Shadow of the Erdtree,giving-jolan-the-iris-of-grace-scadu-altus,shadow-of-the-erdtree,' ',1.0
Giving Jolan the Iris of Occultation,Event,' ',Scadu Altus,,,Give Jolan the Iris of Occultation to get the Sword of Night katana and end her questline,Shadow of the Erdtree,giving-jolan-the-iris-of-occultation-scadu-altus,shadow-of-the-erdtree,' ',1.0
Sword of Night,Katana,' ',Scadu Altus,,,Received from Jolan after giving her the Iris of Occultation,Shadow of the Erdtree,sword-of-night-scadu-altus,shadow-of-the-erdtree,' ',1.0
Cherishing Fingers,Sorcery,' ',Scadu Altus,,,"Head outside the cathedral to the West, and find this on one of the gravestones in the graveyard. NOTE: Only available after completing Count Ymir's questline",Shadow of the Erdtree,cherishing-fingers-scadu-altus,shadow-of-the-erdtree,' ',1.0
Jolan and Anna,Spirit Ashes,' ',,,Hinterlands,"Return to the Shaman Village location via the Hinterland SoG. Once back in the Shaman Village, head Southeast and to the cliff edge. Look to the Southwest and you will see some ledges you can carefully drop down. Then head Southeast again and look for more ledges to drop down. Keep doing so until you are near the top of Rabbath's Rise. Look for a balcony you can drop down to leading into the top of the tower. Interact with Anna's statue and select ""YES"". NOTE: Not obtainable if you gave Jolan the Iris of Occultation earlier",Shadow of the Erdtree,jolan-and-anna-hinterlands,shadow-of-the-erdtree,' ',1.0
Rauh Base,Checkpoint,' ',,,Rauh Base,"To begin this section, return to the Moorth Ruins SoG. We will be doing the Ancient Ruins Base and getting the map before proceeding with the rest of the ruins",Shadow of the Erdtree,rauh-base-rauh-base,shadow-of-the-erdtree,' ',1.0
Heal from Afar,Incantation,' ',Scadu Altus,,,"Continue through the tunnel to find this at the base of a golden tree, near some perfumer enemies",Shadow of the Erdtree,heal-from-afar-scadu-altus,shadow-of-the-erdtree,' ',1.0
Forager Brood Cookbook 5,Cookbook,' ',Scadu Altus,,,"Once you exit the tunnel on the other side and into the poison swamp, head to the Northeast section to find a forager brood that you can interact with to get this cookbook",Shadow of the Erdtree,forager-brood-cookbook-5-scadu-altus,shadow-of-the-erdtree,' ',1.0
Gravebird Anklets,Leg Armor,' ',Scadu Altus,,,Continue to the Northwest section of it to find these near some deathbirds,Shadow of the Erdtree,gravebird-anklets-scadu-altus,shadow-of-the-erdtree,' ',1.0
Ancient Ruins Base,SoG/Location,' ',,,Rauh Base,Look for a cave nearby where you found the Gravebird Gauntlets. Continue through the tunnel and this should pop you out near the SoG,Shadow of the Erdtree,ancient-ruins-base-rauh-base,shadow-of-the-erdtree,' ',1.0
Ash of War: Scattershot Throw,Ash of War,' ',,,Rauh Base,"From the Ancient Ruins Base SoG, head North/Northeast until you pass some pillars. Once you are getting close to the large pillars supporting the bridge above, look to your right on a smaller pillar to find a scarab hanging from the pillar. Kill it to receive this Ash of War",Shadow of the Erdtree,ash-of-war-scattershot-throw-rauh-base,shadow-of-the-erdtree,' ',1.0
Pearl Shield Talisman,Talisman,' ',,,Rauh Base,"From the Ancient Ruins Base SoG, head Northwest and you will find this in a chest in the Messmer camp",Shadow of the Erdtree,pearl-shield-talisman-rauh-base,shadow-of-the-erdtree,' ',1.0
Bloodfiend's Sacred Spear,Great Spear,' ',,,Rauh Base,"Continue Northeast and then North from the Pearl Shield Talisman, or directly North from the Ancient Ruins Base SoG. You will eventually come across a pool of water with several fiend enemies nearby. Find this in the pool of water",Shadow of the Erdtree,bloodfiend-s-sacred-spear-rauh-base,shadow-of-the-erdtree,' ',1.0
Taylew's Ruined Forge,SoG/Location,' ',,,Rauh Base,"From the Bloodfiend's Sacred Spear location, head East and you will find some archways with the door to this location beneath them. Continue in to rest at the SoG. NOTE: Contains lots of upgrade materials",Shadow of the Erdtree,taylew-s-ruined-forge-rauh-base,shadow-of-the-erdtree,' ',1.0
Smithscript Axe,Axe,' ',,,Taylew's Ruined Forge,"Head East into the tunnel and take a left once in the next room. Cross the bridge and drop down near the ladder. Continue through the doorway and down the stairs, and jump across the broken floor. Head into the room to find the Smithscript Axe",Shadow of the Erdtree,smithscript-axe-taylew-s-ruined-forge,shadow-of-the-erdtree,' ',1.0
Smithscript Greathammer,Great Hammer,' ',,,Taylew's Ruined Forge,"Return through the doorway and head Southwest, jumping to the pillar slanted in the lave. Jump to the other side and look for this to the left behind some rubble",Shadow of the Erdtree,smithscript-greathammer-taylew-s-ruined-forge,shadow-of-the-erdtree,' ',1.0
Ancient Dragon Smithing Stone,Upgrade Mat,' ',,,Taylew's Ruined Forge,Jump back to the pillar and head up to the top of it. Jump down to the left. And head Northwest. Look out on the balcony to the left of this room to find this,Shadow of the Erdtree,ancient-dragon-smithing-stone-taylew-s-ruined-forge,shadow-of-the-erdtree,' ',1.0
Smithscript Shield,Small Shield,' ',,,Taylew's Ruined Forge,"From here, jump back to the pillar in the lava to the South. Continue running up and then jump to the right. Head South through the corridor. Look to your right for a broken pillar to climb up. Turn right and find this on the ground on a corpse",Shadow of the Erdtree,smithscript-shield-taylew-s-ruined-forge,shadow-of-the-erdtree,' ',1.0
Lever,Event,' ',,,Taylew's Ruined Forge,Turn back and drop down to your left. Head Northeast through the corridor. Turn right and jump over the railing. Head through the corridor Southwest. Turn left and go up the ladder at the end of this hall. Head up the stairs and pull the lever,Shadow of the Erdtree,lever-taylew-s-ruined-forge,shadow-of-the-erdtree,' ',1.0
Taylew Altar,Event,' ',,,Taylew's Ruined Forge,Drop down to the Southwest of this room to the platform. Drop to the right. Wait for the pillar to be fully dropped into the alva. Head Northwest to the end of the path and you will see a broken wall on your right. Use this location to jump to the large pillar in the lava. Head up the pillar and jump off to the left. Use the ladder on the right. Then examine the altar,Shadow of the Erdtree,taylew-altar-taylew-s-ruined-forge,shadow-of-the-erdtree,' ',1.0
Taylew the Golem Smith,Spirit Ashes,' ',,,Taylew's Ruined Forge,Received from examining the Taylew Altar in Taylew Ruins,Shadow of the Erdtree,taylew-the-golem-smith-taylew-s-ruined-forge,shadow-of-the-erdtree,' ',1.0
Larval Tear,Key Item,' ',,,Rauh Base,Return to the Ancient Ruins Base SoG and continue Southwest and past two large golem enemies. You will find this near the spectral gravestones. Near the ledge. NOTE: Need to do this at night,Shadow of the Erdtree,larval-tear-rauh-base,shadow-of-the-erdtree,' ',1.0
Stone Cairn,Event,' ',,,Rauh Base,Continue West from the Larval Tear and up onto the ledges to your left. Destroy this Stone Cairn,Shadow of the Erdtree,stone-cairn-rauh-base,shadow-of-the-erdtree,' ',1.0
Northern Nameless Mausoleum,SoG/Location,' ',Scadu Altus,,,"Head North from the Stone Cairn and down the ledges, and use the spirit spring near the rubble to jump up and to the Southeast. Go up the ledge and use the next spirit spring to jump up to the South, then ride down the hill to find this",Shadow of the Erdtree,northern-nameless-mausoleum-scadu-altus,shadow-of-the-erdtree,' ',1.0
Red Bear,Boss,' ',,,Northern Nameless Mausoleum,Head inside the Northern Nameless Mausoleum to find this boss. Drops the Red Bear's Claw and the Iron Rivet Set,Shadow of the Erdtree,red-bear-northern-nameless-mausoleum,shadow-of-the-erdtree,' ',1.0
Red Bear's Claw,Beast Claw,' ',,,Northern Nameless Mausoleum,Dropped by the Red Bear boss in the Northern Nameless Mausoleum,Shadow of the Erdtree,red-bear-s-claw-northern-nameless-mausoleum,shadow-of-the-erdtree,' ',1.0
Iron Rivet Set,Armor Set,' ',,,Northern Nameless Mausoleum,Dropped by the Red Bear boss in the Northern Nameless Mausoleum. NOTE: This includes the Fang Helm,Shadow of the Erdtree,iron-rivet-set-northern-nameless-mausoleum,shadow-of-the-erdtree,' ',1.0
Map: Rauh Ruins,Map,' ',,,Rauh Base,Continue West from the Larval Tear. You will find this on a pillar,Shadow of the Erdtree,map-rauh-ruins-rauh-base,shadow-of-the-erdtree,' ',1.0
Temple Town Ruins,SoG/Location,' ',,,Rauh Base,Continue West from the map altar to find this location,Shadow of the Erdtree,temple-town-ruins-rauh-base,shadow-of-the-erdtree,' ',1.0
Temple Town Ruins (SoG),SoG/Location,' ',,,Temple Town Ruins,"If you take the right path after making your way into the ruins, you will eventually come across this grace",Shadow of the Erdtree,temple-town-ruins-sog-temple-town-ruins,shadow-of-the-erdtree,' ',1.0
Revered Spirit Ashes,Key Item,' ',,,Temple Town Ruins,Head to the Southern side of the Temple Town Ruins and then continue South to the cliff edge to find this on an altar,Shadow of the Erdtree,revered-spirit-ashes-temple-town-ruins,shadow-of-the-erdtree,' ',1.0
Scadutree Fragment,Key Item,' ',,,Temple Town Ruins,Head back to the Temple Town Ruins and head in by going through a small hole in the wall. Head up the stairs to the right. Continue along the path to the roof and then drop down at the end. Turn around and jump up into the small room that you dropped down in front of and you will find this on a corpse,Shadow of the Erdtree,scadutree-fragment-temple-town-ruins,shadow-of-the-erdtree,' ',1.0
Two-Handed Sword Talisman,Talisman,' ',,,Temple Town Ruins,"Head outside the Temple Town Ruins to the Southwest. Look for a broken wall just outside the ruins that you can jump to. Re enter the ruins by jumping up to a higher section, and follow the path and stairs until you find this in a building in a chest",Shadow of the Erdtree,two-handed-sword-talisman-temple-town-ruins,shadow-of-the-erdtree,' ',1.0
Divine Bird Warrior Ornis,Spirit Ashes,' ',,,Rauh Base,"From the Temple Town Ruins SoG, head North and hug the rock face to your right. You will curve around and find a spirit spring. Jump up and to the Southeast, just over a ruins and into a small cave. Continue through to the other side, turn left and you will find a building with this in the chest",Shadow of the Erdtree,divine-bird-warrior-ornis-rauh-base,shadow-of-the-erdtree,' ',1.0
Antiquity Scholar's Cookbook 1,Cookbook,' ',,,Rauh Base,Return to the spirit spring and jump back down. Head North along the water. Continue looking to the right for a small cave with a Pot-Wielding Shadow enemy. Kill it for this cookbook,Shadow of the Erdtree,antiquity-scholar-s-cookbook-1-rauh-base,shadow-of-the-erdtree,' ',1.0
Gravebird's Blackquill Armor,Armor Set,' ',,,Rauh Base,"Head back out of the cave and head directly East. You will find a hill with a path that has some bird statues. At the end of the path, this will be in front of a shrine",Shadow of the Erdtree,gravebird-s-blackquill-armor-rauh-base,shadow-of-the-erdtree,' ',1.0
Ash of War: The Poison Flower Blooms Twice,Ash of War,' ',,,Rauh Base,Head back to the edge of the water and continue North. Keep an eye out to the left for a scarab to kill. This will be near the Horned Warrior roaming the area,Shadow of the Erdtree,ash-of-war-the-poison-flower-blooms-twice-rauh-base,shadow-of-the-erdtree,' ',1.0
Ravine North,SoG/Location,' ',,,Rauh Base,Head North from the Ash of War from before and you will find this SoG,Shadow of the Erdtree,ravine-north-rauh-base,shadow-of-the-erdtree,' ',1.0
Scorpion River Catacombs,SoG/Location,' ',,,Rauh Base,Continue along the river West. Follow this until you find the gravestones in the water and follow the water to the South/Southwest. You will come across the door to this area. Take the lift down to the SoG,Shadow of the Erdtree,scorpion-river-catacombs-rauh-base,shadow-of-the-erdtree,' ',1.0
Directional Step,Event,' ',,,Scorpion River Catacombs,"Head through the tunnel. Take the first left and head down the stairs. Continue across to the Northeast. Head down more stairs and take a left. Take a right down more stairs and head through the next tunnel. Head down some more stairs and take a right, then down more stairs. Be careful of the spiked ceiling coming down above",Shadow of the Erdtree,directional-step-scorpion-river-catacombs,shadow-of-the-erdtree,' ',1.0
Black Knight Captain Huw,Spirit Ashes,' ',,,Scorpion River Catacombs,"Head across this trapped room to the other side, then take a right and into another large room with a spike trap ceiling. Head to the Northwest part of the room and find this on the altar",Shadow of the Erdtree,black-knight-captain-huw-scorpion-river-catacombs,shadow-of-the-erdtree,' ',1.0
Imp Head (Lion),Helmet,' ',,,Scorpion River Catacombs,"Head Southeast across the room and to the left to find a ladder. Head up, and across to the East. Wait for the spike trap to come down, then jump over the railing and onto it. Head North and drop down to the small ledge/platform to find this",Shadow of the Erdtree,imp-head-lion-scorpion-river-catacombs,shadow-of-the-erdtree,' ',1.0
Knight's Lightning Spear,Incantation,' ',,,Scorpion River Catacombs,"Drop down onto the spike ceiling trap to the Southeast, then to the narrow ledge to your left with the small gecko statue. Follow the tunnel on the left to the Northeast. Find this in the room guarded by two Lion Imp enemies",Shadow of the Erdtree,knight-s-lightning-spear-scorpion-river-catacombs,shadow-of-the-erdtree,' ',1.0
Ancient Dragon Knight's Cookbook 2,Cookbook,' ',,,Scorpion River Catacombs,Turn left and head up the stairs. Drop down to the bridge below on the left and head into the next tunnel. Continue through the tunnel and up the stairs. Continue across the room and find this in a chest,Shadow of the Erdtree,ancient-dragon-knight-s-cookbook-2-scorpion-river-catacombs,shadow-of-the-erdtree,' ',1.0
Great Ghost Glovewort,Upgrade Mat,' ',,,Scorpion River Catacombs,Head through the tunnel in the Southwest of this room. Drop down and take the Ladder to the left. Find this against the wall on the left,Shadow of the Erdtree,great-ghost-glovewort-scorpion-river-catacombs,shadow-of-the-erdtree,' ',1.0
